,Text,Topic,Rating,Likes,Food,Broad Filter,Media,Age,Gender,food,supermarkets,related,drinks,slang,diet,meals,Dmeals,words_no,Polarity,restaurants,brands,Media_0,Media_1,Media_2,topic_no
10,Kersen zijn bae,Other,1.4,5,['kers'],"['kers', 'bae']",2.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12
14,Het BIFI WORSTJE van sven zit in de gevare zone,Other,3.2,3,['worstj'],"['bifi', 'worstj', 'sven', 'zit', 'gevar', 'zon']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
15,Milkshake?tjappen,Other,2.6,4,"['milkshak', 'tjapp']","['milkshak', 'tjapp']",0.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,12
24,Eetsmakelijk,Other,,0,['eetsmak'],['eetsmak'],0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
53,Kaas,Other,4.0,1,['kas'],['kas'],1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12
54,Ja kaas,Other,4.0,0,['kas'],['kas'],0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
55,Kass,Other,4.0,0,['kas'],['kas'],0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
56,Pindakaas ,Other,3.8,0,['pindakas'],['pindakas'],0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
58,Ik heb je boteram gepakt en het mes en de pindakaas staan klaar,Other,3.8,0,['pindakas'],"['boteram', 'gepakt', 'mes', 'pindakas', 'stan', 'klar']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3666666666666667,0.0,0.0,1.0,0.0,0.0,12
64,Nog wat grappen uit ge haalt hoe noem banaan die jouw plaagt een banananana,Other,2.0,0,['banan'],"['grapp', 'haalt', 'noem', 'banan', 'jouw', 'plaagt', 'banananana']",0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
66,Dont sap juju on that leid ,Other,5.0,0,['sap'],"['dont', 'sap', 'juju', 'on', 'that', 'leid']",0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
68,Ik Beth Hallo haal haal haal hal Karl Jaap Jaap Jaap Jaap wijn Shop egaal oorden kap Ursel kassa wil Karim local lozen idool alle RMS Els werk Jarno bank katoen xl zo XP XP p von,Other,,0,['wijn'],"['beth', 'hallo', 'hal', 'hal', 'hal', 'hal', 'karl', 'jap', 'jap', 'jap', 'jap', 'wijn', 'shop', 'egal', 'oord', 'kap', 'ursel', 'kassa', 'karim', 'local', 'loz', 'idol', 'all', 'rms', 'els', 'werk', 'jarno', 'bank', 'katoen', 'xl', 'xp', 'xp', 'von']",0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
79,Sappige banaan,Other,2.0,0,['banan'],"['sappig', 'banan']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15000000000000002,0.0,0.0,1.0,0.0,0.0,12
105,Ik heb sphaghetti met boerenkool paprika kip knoflook en walnoten gegeten rare combinatie maar wel lekker????????,Other,1.6,1,"['paprika', 'kip', 'boerenkol', 'knoflok', 'walnot']","['sphaghetti', 'boerenkol', 'paprika', 'kip', 'knoflok', 'walnot', 'geget', 'rar', 'combinatie', 'wel', 'lekker']",0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.09999999999999998,0.0,0.0,1.0,0.0,0.0,12
