,Text,Topic,Rating,Likes,Food,Broad Filter,Media,Age,Gender,food,supermarkets,related,drinks,slang,diet,meals,Dmeals,words_no,Polarity,restaurants,brands,Media_0,Media_1,Media_2,topic_no
0,Ham kaas op een tosti,7: Craving / honger,3.4,2,"['ham', 'tosti', 'kas']","['ham', 'kas', 'tosti']",0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,7
1,Ham en kaas op een tosti like,7: Craving / honger,3.4,1,"['ham', 'tosti', 'kas']","['ham', 'kas', 'tosti', 'lik']",0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,7
46,Een kilo kaas een kilo worst een kilo groente een kilo fruit en dan nu bestellen,7: Craving / honger,2.425,0,"['fruit', 'worst', 'kas', 'groent']","['kilo', 'kas', 'kilo', 'worst', 'kilo', 'groent', 'kilo', 'fruit', 'bestell']",0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,7
50,Simon wil een kapsalon!!,7: Craving / honger,3.5,0,['kapsalon'],"['simon', 'kapsalon']",0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7
75,Hallo albert heijn,7: Craving / honger,,2,['heijn'],"['hallo', 'albert', 'heijn']",0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7
78,Kaas vlinder,7: Craving / honger,4.0,1,['kas'],"['kas', 'vlinder']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7
213,Ik ham,7: Craving / honger,2.2,0,['ham'],['ham'],0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7
217,Smikkel kaas,7: Craving / honger,4.0,0,"['kas', 'smikkel']","['smikkel', 'kas']",0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,7
245,Dan lust je kip gwn niet je bent geen vega ????,7: Craving / honger,2.0,0,['kip'],"['lust', 'kip', 'gwn', 'bent', 'vega']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7
246,Nee dan lust je kip niet niks anders ,7: Craving / honger,2.0,0,['kip'],"['nee', 'lust', 'kip', 'nik', 'ander']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7
342,Je hebt het verkeerd getypt het is tosti,7: Craving / honger,4.0,0,['tosti'],"['hebt', 'verkeerd', 'getypt', 'tosti']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,1.0,0.0,0.0,7
360,Modder smikkelen,7: Craving / honger,,0,['smikkel'],"['modder', 'smikkel']",0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7
405,Ham kaas brood  = koude tosti,7: Craving / honger,2.85,0,"['ham', 'tosti', 'brod', 'kas']","['ham', 'kas', 'brod', 'koud', 'tosti']",0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-0.4000000000000001,0.0,0.0,1.0,0.0,0.0,7
406,Ham kaas op brood is tosti,7: Craving / honger,2.85,0,"['ham', 'tosti', 'brod', 'kas']","['ham', 'kas', 'brod', 'tosti']",0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,7
422,Ham,7: Craving / honger,2.2,0,['ham'],['ham'],0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7
473,Wat haden julie op je brood,7: Craving / honger,1.2,0,['brod'],"['had', 'julie', 'brod']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7
